competitor.id,competitor.sum_points,competitor.place,competitor.place_prev,competitor.id_person,competitor.family_name,competitor.given_name,competitor.gender,competitor.timestamp_version,competitor.id_country,competitor.id_weight
30227_6_4,7496,1,2.0,30227,GRIGALASHVILI,Tato,male,v1568724129,6,4
30629_4_14,7250,1,1.0,30629,DICKO,Romane,female,v1641801647,4,14
16235_43_2,6934,1,1.0,16235,VIERU,Denis,male,v1664368981,43,2
3726_6_3,6527,1,1.0,3726,SHAVDATUASHVILI,Lasha,male,v1633693397,6,3
7672_28_12,6424,1,1.0,7672,VAN DIJKE,Sanne,female,v1573645494,28,12
27304_74_1,6145,1,1.0,27304,YANG,Yung Wei,male,v1653921489,74,1
17378_17_9,5750,1,1.0,17378,KELDIYOROVA,Diyora,female,v1563986998,17,9
25415_17_5,5650,1,1.0,25415,BOBONOV,Davlat,male,v1637313785,17,5
7847_26_11,5420,1,1.0,7847,RENSHALL,Lucy,female,v1666777130,26,11
35695_13_8,5350,1,2.0,35695,TSUNODA,Natsumi,female,v1643678004,13,8
17268_88_7,5254,1,1.0,17268,RAKHIMOV,Temur,male,v1667472465,88,7
1039_49_13,5220,1,1.0,1039,AGUIAR,Mayra,female,v1628009266,49,13
9286_28_6,5217,1,1.0,9286,KORREL,Michael,male,v1558179498,28,6
14858_24_10,5020,1,1.0,14858,NELSON LEVY,Timna,female,v1637146465,24,10
19675_3_4,7205,2,1.0,19675,CASSE,Matthias,male,v1646685371,3,4
2775_44_12,6252,2,2.0,2775,MATIC,Barbara,female,v1565032648,44,12
13028_8_3,6070,2,3.0,13028,HEYDAROV,Hidayat,male,v1668096823,8,3
13713_24_14,5890,2,3.0,13713,HERSHKO,Raz,female,v1653920235,24,14
3244_51_11,5320,2,2.0,3244,BEAUCHEMIN-PINARD,Catherine,female,v1666992822,51,11
17189_193_13,5173,2,2.0,17189,WAGNER,Anna-Maria,female,v1666273353,193,13
7837_27_9,5121,2,4.0,7837,PUPP,Reka,female,v1668150667,27,9
9396_21_6,5080,2,2.0,9396,FONSECA,Jorge,male,v1643244902,21,6
19526_4_8,5010,2,1.0,19526,BOUKLI,Shirine,female,v1617009022,4,8
8167_6_5,4945,2,2.0,8167,GVINIASHVILI,Beka,male,v1564312390,6,5
7725_51_10,4850,2,2.0,7725,KLIMKAIT,Jessica,female,v1559567274,51,10
8178_6_7,4699,2,2.0,8178,TUSHISHVILI,Guram,male,v1553768785,6,7
13208_13_2,4600,2,2.0,13208,ABE,Hifumi,male,v1663304879,13,2
9365_20_1,3508,2,2.0,9365,GARRIGOS,Francisco,male,v1666946047,20,1
13854_61_3,5650,3,2.0,13854,TSEND-OCHIR,Tsogtbaatar,male,v1568380144,61,3
23953_49_14,5110,3,2.0,23953,SOUZA,Beatriz,female,v1628011232,49,14
13437_4_9,5045,3,5.0,13437,GNETO,Astride,female,v1636017854,4,9
3239_20_8,4771,3,3.0,3239,FIGUEROA,Julia,female,v1625574448,20,8
68901_8_4,4664,3,3.0,68901,MOLLAEI,Saeid,male,v1667475423,8,4
438_49_10,4615,3,3.0,438,SILVA,Rafaela,female,v1666263494,49,10
16119_48_7,4432,3,3.0,16119,GRANDA,Andy,male,v1559747118,48,7
25741_8_6,4421,3,4.0,25741,KOTSOIEV,Zelym,male,v1636554478,8,6
3788_4_13,4410,3,3.0,3788,MALONGA,Madeleine,female,v1625576102,4,13
13809_48_5,4290,3,3.0,13809,SILVA MORALES,Ivan Felipe,male,v1564312686,48,5
11650_13_11,4250,3,3.0,11650,HORIKAWA,Megumi,female,v1643677503,13,11
9713_15_2,4245,3,4.0,9713,AN,Baul,male,v1666270134,15,2
20102_193_12,4005,3,3.0,20102,BUTKEREIT,Miriam,female,v1669637309,193,12
9344_13_1,3450,3,3.0,9344,TAKATO,Naohisa,male,v1663304895,13,1
7539_4_9,5010,4,2.0,7539,BUCHARD,Amandine,female,v1637251999,4,9
22293_4_14,4699,4,4.0,22293,TOLOFUA,Julia,female,v1666955065,4,14
20253_6_10,4592,4,4.0,20253,LIPARTELIANI,Eteri,female,v1570450151,6,10
36972_49_4,4252,4,4.0,36972,SCHIMIDT,Guilherme,male,v1628009375,49,4
14728_23_8,4230,4,4.0,14728,MILANI,Francesca,female,v1618317171,23,8
36058_51_6,4198,4,3.0,36058,ELNAHAS,Shady,male,v1559748355,51,6
9546_6_2,4082,4,5.0,9546,MARGVELASHVILI,Vazha,male,v1663941000,6,2
10699_8_5,4071,4,4.0,10699,MEHDIYEV,Mammadali,male,v1569490747,8,5
3389_28_13,3981,4,5.0,3389,STEENHUIS,Guusje,female,v1569831710,28,13
2080_49_11,3968,4,4.0,2080,QUADROS,Ketleyn,female,v1628007653,49,11
13510_28_7,3785,4,4.0,13510,SPIJKERS,Jur,male,v1563980984,28,7
4422_13_12,3750,4,5.0,4422,ONO,Yoko,female,v1643677769,13,12
16638_24_3,3437,4,4.0,16638,BUTBUL,Tohar,male,v1558177410,24,3
13036_3_1,3385,4,4.0,13036,VERSTRAETEN,Jorre,male,v1581595546,3,1
17275_26_9,4930,5,3.0,17275,GILES,Chelsie,female,v1666459544,26,9
16709_61_2,4000,5,3.0,16709,YONDONPERENLEI,Baskhuu,male,v1618829322,61,2
20518_6_5,3975,5,5.0,20518,MAISURADZE,Luka,male,v1558179896,6,5
20209_24_13,3969,5,4.0,20209,LANIR,Inbar,female,v1641836279,24,13
38158_6_6,3952,5,5.0,38158,SULAMANIDZE,Ilia,male,v1611734947,6,6
25334_4_10,3935,5,5.0,25334,CYSIQUE,Sarah Leonie,female,v1617009272,4,10
6754_109_11,3732,5,5.0,6754,BARRIOS,Anriquelis,female,v1608297889,109,11
17379_17_4,3725,5,5.0,17379,BOLTABOEV,Sharofiddin,male,v1564305216,17,4
28258_13_14,3700,5,5.0,28258,TOMITA,Wakaba,female,v1643677621,13,14
29418_44_12,3616,5,6.0,29418,CVJETKO,Lara,female,v1641205421,44,12
2618_49_7,3498,5,6.0,2618,SILVA,Rafael,male,v1628009494,49,7
17762_13_8,3420,5,7.0,17762,TONAKI,Funa,female,v1563986888,13,8
7350_13_1,3360,5,5.0,7350,NAGAYAMA,Ryuju,male,v1568239366,13,1
17805_13_3,3310,5,5.0,17805,HASHIMOTO,Soichi,male,v1663304844,13,3
35696_13_9,4800,6,6.0,35696,ABE,Uta,female,v1573021583,13,9
422_163_10,3925,6,6.0,422,GJAKOVA,Nora,female,v1641450680,163,10
8006_25_13,3870,6,6.0,8006,PACUT-KLOCZKO,Beata,female,v1655020763,25,13
3364_27_5,3707,6,6.0,3364,TOTH,Krisztian,male,v1668955609,27,5
41412_2_4,3682,6,6.0,41412,BORCHASHVILI,Shamil,male,v1646836890,2,4
34577_15_14,3639,6,7.0,34577,KIM,Hayun,female,v1559747014,15,14
9718_24_6,3628,6,7.0,9718,PALTCHIK,Peter,male,v1558180597,24,6
13300_4_12,3509,6,4.0,13300,GAHIE,Marie Eve,female,v1637252270,4,12
14609_275_8,3403,6,9.0,14609,NIKOLIC,Milica,female,v1652189375,275,8
2317_4_11,3350,6,8.0,2317,AGBEGNENOU,Clarisse,female,v1609753679,4,11
39063_17_7,3301,6,7.0,39063,YUSUPOV,Alisher,male,v1575370877,17,7
27365_61_1,3204,6,6.0,27365,ENKHTAIVAN,Ariunbold,male,v1632832132,61,1
17286_24_2,3201,6,6.0,17286,SHMAILOV,Baruch,male,v1624445596,24,2
18842_23_3,2936,6,6.0,18842,ESPOSITO,Giovanni,male,v1666960965,23,3
7829_163_9,4420,7,7.0,7829,KRASNIQI,Distria,female,v1666776301,163,9
28260_13_10,3900,7,7.0,28260,FUNAKUBO,Haruka,female,v1666262271,13,10
18524_23_13,3660,7,7.0,18524,BELLANDI,Alice,female,v1568379517,23,13
18847_23_5,3602,7,7.0,18847,PARLATI,Christian,male,v1583147974,23,5
42500_10_4,3546,7,7.0,42500,ALBAYRAK,Vedat,male,v1668000783,10,4
9520_3_6,3466,7,6.0,9520,NIKIFOROV,Toma,male,v1549445307,3,6
43574_4_14,3410,7,6.0,43574,FONTAINE,Lea,female,v1579084268,4,14
15877_56_11,3346,7,7.0,15877,HAECKER,Katharina,female,v1613054295,56,11
13682_2_12,3297,7,7.0,13682,POLLERES,Michaela,female,v1645531850,2,12
13452_21_8,3202,7,6.0,13452,COSTA,Catarina,female,v1610033285,21,8
20522_6_7,3116,7,8.0,20522,ZAALISHVILI,Gela,male,v1578082022,6,7
20144_8_1,3002,7,7.0,20144,AGHAYEV,Balabay,male,v1669125290,8,1
13329_20_2,2985,7,7.0,13329,GAITERO MARTIN,Alberto,male,v1573308784,20,2
25516_17_3,2781,7,7.0,25516,YULDOSHEV,Murodjon,male,v1616330396,17,3
20206_24_9,4397,8,8.0,20206,PRIMO,Gefen,female,v1635250450,24,9
30263_6_5,3500,8,8.0,30263,BEKAURI,Lasha,male,v1568724154,6,5
41546_51_10,3490,8,9.0,41546,DEGUCHI,Christa,female,v1562956532,51,10
11254_51_6,3456,8,8.0,11254,REYES,Kyle,male,v1559748449,51,6
17473_13_13,3450,8,9.0,17473,HAMADA,Shori,female,v1573021646,13,13
14617_3_4,3356,8,8.0,14617,CHOUCHI,Sami,male,v1573309589,3,4
440_49_12,3278,8,8.0,440,PORTELA,Maria,female,v1564238491,49,12
822_18_14,3276,8,8.0,822,CHEIKH ROUHOU,Nihel,female,v1608538761,18,14
13463_1_11,3236,8,6.0,13463,LESKI,Andreja,female,v1667470503,1,11
9368_4_8,3179,8,8.0,9368,LEGOUX CLEMENT,Melanie,female,v1652691820,4,8
613_32_7,3082,8,9.0,613,KRPALEK,Lukas,male,v1635682748,32,7
50970_6_1,2926,8,8.0,50970,SARDALASHVILI,Giorgi,male,v1666868529,6,1
9194_8_2,2751,8,9.0,9194,SAFAROV,Orkhan,male,v1636533198,8,2
18436_23_3,2740,8,8.0,18436,LOMBARDO,Manuel,male,v1666775911,23,3
3469_23_9,4002,9,9.0,3469,GIUFFRIDA,Odette,female,v1618317223,23,9
44249_13_5,3500,9,9.0,44249,MURAO,Sanshiro,male,v1558180356,13,5
39826_46_13,3435,9,10.0,39826,MA,Zhenzhao,female,v1618573014,46,13
172_21_10,3396,9,8.0,172,MONTEIRO,Telma,female,v1610032218,21,10
38880_17_6,3310,9,10.0,38880,TUROBOYEV,Muzaffarbek,male,v1616330690,17,6
21422_329_12,3205,9,9.0,21422,TAIMAZOVA,Madina,female,v1656679877,329,12
36429_23_8,3152,9,5.0,36429,SCUTTO,Assunta,female,v1615974901,23,8
20212_24_11,3132,9,9.0,20212,SHARIR,Gili,female,v1559568691,24,11
13509_28_4,3060,9,9.0,13509,DE WIT,Frank,male,v1583147777,28,4
54432_61_14,3042,9,11.0,54432,AMARSAIKHAN,Adiyasuren,female,v1663939263,61,14
16817_61_7,3002,9,5.0,16817,ODKHUU,Tsetsentsengel,male,v1633600142,61,7
20509_6_1,2867,9,9.0,20509,NOZADZE,Temur,male,v1608546645,6,1
8256_9_2,2727,9,8.0,8256,IADOV,Bogdan,male,v1634232593,9,2
9172_51_3,2664,9,9.0,9172,MARGELIDON,Arthur,male,v1559633251,51,3
13864_61_9,3466,10,10.0,13864,BISHRELT,Khorloodoi,female,v1667284074,61,9
9383_13_13,3400,10,11.0,9383,UMEKI,Mami,female,v1643677739,13,13
1220_275_6,3243,10,11.0,1220,KUKOLJ,Aleksandar,male,v1661422258,275,6
28302_13_12,3200,10,10.0,28302,NIIZOE,Saki,female,v1643677796,13,12
17392_13_11,3130,10,11.0,17392,NABEKURA,Nami,female,v1643677860,13,11
25493_61_10,3101,10,10.0,25493,LKHAGVATOGOO,Enkhriilen,female,v1666262744,61,10
31757_13_8,3100,10,10.0,31757,KOGA,Wakana,female,v1643677982,13,8
14698_9_7,3001,10,10.0,14698,KHAMMO,Yakiv,male,v1634233021,9,7
16206_275_5,2906,10,10.0,16206,MAJDOV,Nemanja,male,v1558179949,275,5
29374_28_14,2887,10,9.0,29374,KAMPS,Marit,female,v1618329342,28,14
11900_13_4,2850,10,10.0,11900,NAGASE,Takanori,male,v1663304705,13,4
36987_49_2,2720,10,10.0,36987,LIMA,Willian,male,v1581595709,49,2
21069_20_3,2655,10,10.0,21069,CASES ROCA,Salvador,male,v1667926021,20,3
20754_8_1,2607,10,10.0,20754,HUSEYNOV,Karamat,male,v1623932918,8,1
10332_26_13,3371,11,12.0,10332,POWELL,Natalie,female,v1666273188,26,13
3352_34_9,3323,11,11.0,3352,KOCHER,Fabienne,female,v1614949788,34,9
801_6_6,3243,11,12.0,801,LIPARTELIANI,Varlam,male,v1641836546,6,6
18049_27_11,3121,11,12.0,18049,OZBAS,Szofi,female,v1563991054,27,11
3631_13_10,3100,11,12.0,3631,TAMAOKI,Momo,female,v1643677919,13,10
30500_26_12,3077,11,11.0,30500,PETERSEN POLLARD,Kelly,female,v1641835492,26,12
31904_14_8,3076,11,11.0,31904,ABUZHAKYNOVA,Abiba,female,v1616327905,14,8
13561_329_7,2950,11,11.0,13561,BASHAEV,Tamerlan,male,v1636531766,329,7
49641_21_14,2887,11,10.0,49641,NUNES,Rochele,female,v1610033133,21,14
1285_35_5,2832,11,12.0,1285,NYMAN,Marcus,male,v1637745599,35,5
343_27_4,2820,11,11.0,343,UNGVARI,Attila,male,v1609257484,27,4
15116_6_1,2561,11,11.0,15116,CHKHVIMIANI,Lukhumi,male,v1608548799,6,1
15144_13_2,2400,11,11.0,15144,MARUYAMA,Joshiro,male,v1663304862,13,2
22167_296_3,2340,11,11.0,22167,MAKHMADBEKOV,Makhmadbek,male,v1656679879,296,3
19596_193_13,3160,12,8.0,19596,BOEHM,Alina,female,v1568379551,193,13
12074_109_12,3005,12,12.0,12074,RODRIGUEZ,Elvismar,female,v1653921795,109,12
28592_96_8,2997,12,12.0,28592,VARGAS LEY,Mary Dee,female,v1643889723,96,8
34569_15_7,2935,12,12.0,34569,KIM,Minjong,male,v1575370840,15,7
31074_4_11,2888,12,13.0,31074,DEKETER,Manon,female,v1579085066,4,11
2375_4_10,2882,12,11.0,2375,GNETO,Priscilla,female,v1636017836,4,10
20477_6_6,2880,12,13.0,20477,SANEBLIDZE,Onise,male,v1666963201,6,6
41863_46_14,2826,12,12.0,41863,XU,Shiyan,female,v1546596165,46,14
20437_28_5,2784,12,13.0,20437,SMINK,Jesper,male,v1558181348,28,5
23949_49_9,2726,12,12.0,23949,PIMENTA,Larissa,female,v1563987203,49,9
55160_15_4,2520,12,12.0,55160,LEE,Joonhwan,male,v1631491894,15,4
47891_61_1,2334,12,16.0,47891,ENKHTAIVAN,Sumiyabazar,male,v1581674882,61,1
7921_23_2,2326,12,12.0,7921,MANZI,Elios,male,v1654104758,23,2
50879_6_3,2242,12,12.0,50879,TERASHVILI,Giorgi,male,v1666868472,6,3
3539_56_12,2907,13,13.0,3539,COUGHLAN,Aoife,female,v1614599697,56,12
13278_8_7,2903,13,13.0,13278,KOKAURI,Ushangi,male,v1636533148,8,7
14604_61_8,2881,13,13.0,14604,GANBAATAR,Narantsetseg,female,v1568238337,61,8
16577_20_6,2822,13,14.0,16577,SHERAZADISHVILI,Nikoloz,male,v1666946213,20,6
19301_28_11,2805,13,10.0,19301,VERMEER,Sanne,female,v1637257312,28,11
18016_28_13,2769,13,13.0,18016,AUSMA,Natascha,female,v1564304705,28,13
56048_15_10,2720,13,13.0,56048,HUH,Mimi,female,v1666262539,15,10
10017_13_9,2630,13,13.0,10017,SHISHIME,Ai,female,v1643677949,13,9
9301_28_5,2515,13,14.0,9301,VAN T END,Noel,male,v1575285522,28,5
28255_13_4,2490,13,13.0,28255,FUJIWARA,Sotaro,male,v1663304809,13,4
951_48_14,2456,13,13.0,951,ORTIZ,Idalys,female,v1559747052,48,14
13470_28_1,2326,13,12.0,13470,TSJAKADOEA,Tornike,male,v1563990845,28,1
46349_13_2,2240,13,13.0,46349,TANAKA,Ryoma,male,v1641835312,13,2
11850_48_3,2185,13,13.0,11850,ESTRADA,Magdiel,male,v1559633032,48,3
1199_193_8,2849,14,14.0,1199,MENZ,Katharina,female,v1653920491,193,8
6626_4_12,2830,14,14.0,6626,PINOT,Margaux,female,v1666685538,4,12
19954_28_11,2713,14,14.0,19954,VAN DEN BERG,Geke,female,v1653920017,28,11
13844_33_7,2709,14,16.0,13844,PUUMALAINEN,Martti,male,v1662298778,33,7
23336_296_6,2670,14,9.0,23336,ADAMIAN,Arman,male,v1656679882,296,6
1526_4_13,2631,14,15.0,1526,TCHEUMEO,Audrey,female,v1609753009,4,13
23209_275_10,2526,14,15.0,23209,PERISIC,Marica,female,v1667471162,275,10
22656_4_4,2438,14,14.0,22656,CHILARD,Nicolas,male,v1617009189,4,4
10855_88_5,2427,14,11.0,10855,USTOPIRIYON,Komronshokh,male,v1662112883,88,5
1503_57_9,2336,14,14.0,1503,DELGADO,Angelica,female,v1652199135,57,9
23619_13_14,2300,14,14.0,23619,SONE,Akira,female,v1573021623,13,14
26667_15_1,2280,14,13.0,26667,LEE,Harim,male,v1562956739,15,1
32478_17_3,2160,14,14.0,32478,NOMONOV,Obidkhon,male,v1658909610,17,3
27982_17_2,2144,14,14.0,27982,NURILLAEV,Sardor,male,v1564237466,17,2
3904_17_12,2826,15,15.0,3904,MATNIYAZOVA,Gulnoza,female,v1564238453,17,12
65319_61_8,2770,15,15.0,65319,BAVUUDORJ,Baasankhuu,female,v1653920444,61,8
49625_21_11,2706,15,15.0,49625,TIMO,Barbara,female,v1610032179,21,11
30771_13_7,2700,15,14.0,30771,KAGEURA,Kokoro,male,v1563980350,13,7
11829_49_6,2562,15,15.0,11829,BUZACARINI,Rafael,male,v1577719785,49,6
13233_3_10,2522,15,14.0,13233,LIBEER,Mina,female,v1666959997,3,10
20993_26_13,2428,15,14.0,20993,REID,Emma,female,v1653920158,26,13
32154_51_4,2405,15,15.0,32154,GAUTHIER DRAPEAU,Francois,male,v1642079671,51,4
48433_10_5,2388,15,16.0,48433,ZGANK,Mihael,male,v1608636559,10,5
3238_20_9,2313,15,15.0,3238,LOPEZ SHERIFF,Estrella,female,v1573308383,20,9
4036_15_1,2276,15,14.0,4036,KIM,Won Jin,male,v1559567494,15,1
35795_46_14,2270,15,15.0,35795,SU,Xin,female,v1641820897,46,14
7710_275_2,2136,15,15.0,7710,BUNCIC,Strahinja,male,v1611912571,275,2
3496_8_3,2128,15,15.0,3496,ORUJOV,Rustam,male,v1667475339,8,3
7829_163_8,2710,16,16.0,7829,KRASNIQI,Distria,female,v1666776301,163,8
3424_1_12,2703,16,17.0,3424,POGACNIK,Anka,female,v1667472126,1,12
3394_28_7,2697,16,15.0,3394,MEYER,Roy,male,v1637662761,28,7
18530_25_11,2543,16,16.0,18530,SZYMANSKA,Angelika,female,v1611231251,25,11
28254_13_6,2515,16,16.0,28254,IIDA,Kentaro,male,v1663304769,13,6
9717_15_13,2406,16,16.0,9717,YOON,Hyunji,female,v1666273611,15,13
19907_193_5,2378,16,17.0,19907,TRIPPEL,Eduard,male,v1559748299,193,5
23096_14_1,2235,16,15.0,23096,SHAMSHADIN,Magzhan,male,v1663940298,14,1
18433_25_9,2160,16,16.0,18433,KALETA,Aleksandra,female,v1625574549,25,9
20294_193_10,2153,16,16.0,20294,STARKE,Pauline,female,v1611313126,193,10
21132_14_14,2147,16,16.0,21132,BERLIKASH,Kamila,female,v1616327814,14,14
22893_4_4,2041,16,17.0,22893,DJALO,Alpha Oumar,male,v1637853378,4,4
15186_14_3,2036,16,16.0,15186,SMAGULOV,Zhansay,male,v1568380112,14,3
20903_8_2,2033,16,16.0,20903,NAJAFOV,Yashar,male,v1663940949,8,2
51204_20_12,2677,17,18.0,51204,TSUNODA ROUSTANT,Ai,female,v1660000038,20,12
17143_20_8,2641,17,17.0,17143,MARTINEZ ABELENDA,Laura,female,v1558180073,20,8
13716_24_11,2540,17,18.0,13716,SHEMESH,Inbal,female,v1562957115,24,11
21360_296_7,2480,17,17.0,21360,TASOEV,Inal,male,v1656679876,296,7
1237_193_13,2361,17,17.0,1237,MALZAHN,Luise,female,v1611660049,193,13
17101_49_5,2350,17,18.0,17101,MACEDO,Rafael,male,v1628009459,49,5
19292_28_6,2198,17,17.0,19292,CATHARINA,Simeon,male,v1564312867,28,6
13721_9_1,2131,17,17.0,13721,LESIUK,Artem,male,v1638965769,9,1
23043_48_10,2102,17,17.0,23043,ODELIN GARCIA,Arnaes,female,v1666263331,48,10
22532_193_9,2051,17,17.0,22532,BALLHAUS,Mascha,female,v1583145150,193,9
19854_34_3,2025,17,17.0,19854,STUMP,Nils,male,v1614959947,34,3
3872_24_2,1987,17,17.0,3872,FLICKER,Tal,male,v1614855136,24,2
13011_60_4,1977,17,18.0,13011,MOUTII,Achraf,male,v1565033763,60,4
2081_49_14,1886,17,17.0,2081,ALTHEMAN,Maria Suelen,female,v1563979446,49,14
18150_32_11,2518,18,17.0,18150,ZACHOVA,Renata,female,v1636372706,32,11
209_61_8,2500,18,18.0,209,MUNKHBAT,Urantsetseg,female,v1568238431,61,8
385_4_7,2450,18,18.0,385,RINER,Teddy,male,v1637251958,4,7
21512_3_12,2442,18,19.0,21512,WILLEMS,Gabriella,female,v1668157503,3,12
9282_28_13,2257,18,18.0,9282,STEVENSON,Karen,female,v1638976390,28,13
22257_84_5,2226,18,15.0,22257,SHEROV,Erlan,male,v1666275087,84,5
38194_34_6,2096,18,18.0,38194,EICH,Daniel,male,v1613481193,34,6
3712_14_1,2091,18,18.0,3712,SMETOV,Yeldos,male,v1609323200,14,1
17835_49_3,2022,18,18.0,17835,CARGNIN,Daniel,male,v1663941525,49,3
3707_61_2,1894,18,18.0,3707,GANBOLD,Kherlen,male,v1618829389,61,2
19867_25_10,1889,18,18.0,19867,KOWALCZYK,Julia,female,v1562956585,25,10
14607_275_14,1871,18,18.0,14607,ZABIC,Milica,female,v1667471223,275,14
13042_60_9,1868,18,18.0,13042,IRAOUI,Soumiya,female,v1559566641,60,9
11113_329_4,1850,18,16.0,11113,KHUBETSOV,Alan,male,v1656679874,329,4
36771_28_11,2506,19,19.0,36771,VAN LIESHOUT,Joanne,female,v1618571828,28,11
1427_24_8,2478,19,19.0,1427,RISHONY,Shira,female,v1666259943,24,8
29135_27_7,2340,19,19.0,29135,SIPOCZ,Richard,male,v1641220347,27,7
14582_11_12,2335,19,21.0,14582,TELTSIDOU,Elisavet,female,v1660117385,11,12
8217_329_5,2200,19,19.0,8217,IGOLNIKOV,Mikhail,male,v1656679873,329,5
36151_163_13,2050,19,20.0,36151,KUKA,Loriana,female,v1622801834,163,13
20_8_6,1943,19,19.0,20,GASIMOV,Elmar,male,v1636453943,8,6
651_74_10,1884,19,19.0,651,LIEN,Chen-Ling,female,v1554973110,74,10
32346_43_3,1834,19,21.0,32346,PELIVAN,Petru,male,v1664368907,43,3
3873_24_4,1833,19,19.0,3873,MUKI,Sagi,male,v1558180333,24,4
49758_23_9,1805,19,20.0,49758,CARNA,Giulia,female,v1636552496,23,9
26591_61_2,1802,19,19.0,26591,BATTOGTOKH,Erkhembayar,male,v1565032846,61,2
13366_23_1,1734,19,21.0,13366,PANTANO,Angelo,male,v1618317379,23,1
20250_6_14,1691,19,19.0,20250,SOMKHISHVILI,Sophio,female,v1565028891,6,14
21871_193_12,2296,20,16.0,21871,SCOCCIMARRO,Giovanna,female,v1611647592,193,12
8325_61_11,2211,20,20.0,8325,BOLD,Gankhaich,female,v1618829465,61,11
32462_17_7,2110,20,20.0,32462,BAKHTIYOROV,Shokhrukhkhon,male,v1664883672,17,7
17785_15_13,1929,20,21.0,17785,LEE,Jeongyun,female,v1666272959,15,13
8388_24_5,1926,20,20.0,8388,KOCHMAN,Li,male,v1546593253,24,5
45440_61_6,1890,20,20.0,45440,BATKHUYAG,Gonchigsuren,male,v1625575829,61,6
18034_20_8,1861,20,20.0,18034,LAPUERTA COMAS,Mireia,female,v1575370911,20,8
24589_49_10,1802,20,21.0,24589,LIMA,Jessica,female,v1663939859,49,10
30451_29_3,1800,20,23.0,30451,HRISTOV,Mark,male,v1618572490,29,3
21313_20_9,1753,20,21.0,21313,PEREZ BOX,Ana,female,v1563987179,20,9
43659_4_1,1725,20,22.0,43659,VALADIER PICARD,Romain,male,v1522754734,4,1
51301_8_4,1682,20,21.0,51301,TCKAEV,Zelim,male,v1636453702,8,4
36901_10_14,1612,20,20.0,36901,OZTURK,Hilal,female,v1616575730,10,14
7613_4_2,1570,20,20.0,7613,KHYAR,Walide,male,v1617009823,4,2
13481_28_12,2248,21,22.0,13481,JAGER,Hilde,female,v1564238408,28,12
9589_50_11,2115,21,21.0,9589,BELKADI,Amina,female,v1641984533,50,11
19750_193_7,1956,21,22.0,19750,FREY,Johannes,male,v1574247324,193,7
8427_9_13,1864,21,19.0,8427,TURCHYN,Anastasiya,female,v1613155699,9,13
67154_57_8,1812,21,21.0,67154,LABORDE,Maria Celia,female,v1646306594,57,8
14448_32_5,1810,21,21.0,14448,KLAMMERT,David,male,v1635846734,32,5
16921_15_3,1800,21,24.0,16921,AN,Changrim,male,v1609745932,15,3
17383_13_6,1800,21,22.0,17383,WOLF,Aaron,male,v1663304750,13,6
18836_1_10,1798,21,22.0,18836,KAJZER,Kaja,female,v1608382740,1,10
49_57_9,1714,21,19.0,49,JARRELL,Katelyn,female,v1641835709,57,9
9376_4_1,1690,21,19.0,9376,REVOL,Cedric,male,v1559568062,4,1
14732_23_4,1568,21,22.0,14732,ESPOSITO,Antonio,male,v1583147807,23,4
18436_23_2,1546,21,21.0,18436,LOMBARDO,Manuel,male,v1666775911,23,2
1249_50_14,1545,21,21.0,1249,ASSELAH,Sonia,female,v1667129805,50,14
38009_13_12,2070,22,20.0,38009,TANAKA,Shiho,female,v1643677528,13,12
1120_26_11,1926,22,22.0,1120,HOWELL,Gemma,female,v1608641627,26,11
44248_13_7,1900,22,23.0,44248,SAITO,Tatsuru,male,v1663304723,13,7
42631_23_10,1794,22,23.0,42631,TONIOLO,Veronica,female,v1618317295,23,10
29719_27_6,1787,22,23.0,29719,VEG,Zsombor,male,v1641220321,27,6
19724_275_8,1768,22,22.0,19724,STOJADINOV,Andrea,female,v1659998929,275,8
7919_23_13,1763,22,22.0,7919,STANGHERLIN,Giorgia,female,v1618317501,23,13
16577_20_5,1762,22,22.0,16577,SHERAZADISHVILI,Nikoloz,male,v1666946213,20,5
24187_43_3,1711,22,19.0,24187,STERPU,Victor,male,v1565033170,43,3
36172_14_1,1652,22,23.0,36172,NARBAYEV,Bauyrzhan,male,v1558180388,14,1
16819_61_9,1586,22,23.0,16819,LKHAGVASUREN,Sosorbaram,female,v1558179905,61,9
19203_10_14,1516,22,22.0,19203,SAYIT,Kayra,female,v1608636533,10,14
16451_14_2,1490,22,22.0,16451,KYRGYZBAYEV,Gusman,male,v1609407772,14,2
37057_26_4,1478,22,20.0,37057,MOORHEAD,Lachlan,male,v1614028699,26,4
4821_2_11,1887,23,23.0,4821,KRSSAKOVA,Magdalena,female,v1653921599,2,11
10710_78_7,1885,23,24.0,10710,NDIAYE,Mbagnick,male,v1616780414,78,7
11690_13_12,1850,23,23.0,11690,ARAI,Chizuru,female,v1669025297,13,12
42127_193_13,1756,23,23.0,42127,OLEK,Anna Monta,female,v1624866025,193,13
13675_15_8,1750,23,23.0,13675,LEE,Hyekyeong,female,v1666259551,15,8
25498_61_10,1712,23,24.0,25498,MUNKHTSEDEV,Ichinkhorloo,female,v1666263693,61,10
17727_13_5,1710,23,23.0,17727,NAGASAWA,Kenta,male,v1559747910,13,5
1239_193_3,1674,23,25.0,1239,WANDTKE,Igor,male,v1663941634,193,3
31072_4_1,1645,23,24.0,31072,MKHEIDZE,Luka,male,v1617010163,4,1
43175_296_6,1525,23,21.0,43175,KANIKOVSKIY,Matvey,male,v1656679884,296,6
